subject_category	subject_label	predicate_id	object_id	object_label	match_type	creator_id	mapping_date	subject_id
env_broad_scale	small lake biome	skos:relatedMatch	ENVO:00000892	small lake biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:small%20lake%20biome
env_broad_scale	Small Lake Biome	skos:relatedMatch	ENVO:00000892	small lake biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:Small%20Lake%20Biome
env_broad_scale	marine biome (ENVO:00000447)	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:marine%20biome%20%28ENVO%3A00000447%29
env_broad_scale	marine biome	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:marine%20biome
env_broad_scale	Marine biome	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:Marine%20biome
env_broad_scale	marine biome [ENVO:00000447]	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:marine%20biome%20%5BENVO%3A00000447%5D
env_broad_scale	marine biome [ENVO:00000447] 	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:marine%20biome%20%5BENVO%3A00000447%5D%20
env_broad_scale	Marine Biome [ENVO:00000447]	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:Marine%20Biome%20%5BENVO%3A00000447%5D
env_broad_scale	ENVO:00000447 marine biome	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:ENVO%3A00000447%20marine%20biome
env_broad_scale	Marine Biome	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:Marine%20Biome
env_broad_scale	Marine Biome [ENVO:00000447]	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:Marine%20Biome%20%5BENVO%3A00000447%5D
env_broad_scale	ENVO:00000447 MARINE BIOME	skos:relatedMatch	ENVO:00000447	marine biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:ENVO%3A00000447%20MARINE%20BIOME
env_broad_scale	freshwater biome	skos:relatedMatch	ENVO:00000873	freshwater biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:freshwater%20biome
env_broad_scale	freshwater biome [ENVO:00000873]	skos:relatedMatch	ENVO:00000873	freshwater biome	Lexical	https://github.com/turbomam/scoped-mapping	2021-06-03T09:47:51	biosample_ebs:freshwater%20biome%20%5BENVO%3A00000873%5D
