element_name	element_type	readonly_metaslot	metaslot_value	schema_file
sediment_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
seq_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
seq_quality_check	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sewage_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shad_dev_water_mold	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_cond	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_loc	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_mat	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sieving	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
silicate	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
size_frac	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
size_frac_low	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
size_frac_up	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
slope_aspect	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
slope_gradient	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sludge_retent_time	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sodium	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_horizon	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_text_measure	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_texture_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_type_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
solar_irradiance	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soluble_inorg_mat	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soluble_org_mat	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soluble_react_phosp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
source_mat_id	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
space_typ_state	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
specific	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
specific_humidity	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_dep_env	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_geol_age	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_kerog_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_lithology	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
standing_water_regm	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
store_cond	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
substructure_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sulfate	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sulfate_fw	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sulfide	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_air_cont	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_humidity	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_material	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_moisture	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_moisture_ph	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_temp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
suspend_part_matter	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
suspend_solids	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tan	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
target_gene	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
target_subfragment	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
temp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
temp_out	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tertiary_treatment	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tidal_stage	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tillage	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tiss_cult_growth_med	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
toluene	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_carb	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_depth_water_col	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_diss_nitro	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_inorg_nitro	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_iron	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_nitro	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_nitro_cont_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_nitro_content	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_org_c_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_org_carb	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_part_carb	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_phosp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_phosphate	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tot_sulfur	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_line	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_stat_loc	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_stop_loc	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
turbidity	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tvdss_of_hcr_press	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tvdss_of_hcr_temp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
typ_occup_density	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ventilation_rate	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ventilation_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
vfa	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
vfa_fw	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
vis_media	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
viscosity	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
volatile_org_comp	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_area	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_const_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_finish_mat	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_height	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_loc	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_surf_treatment	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_texture	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_thermal_mass	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_water_mold	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wastewater_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_cont_soil_meth	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_content	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_current	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_cut	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_feat_size	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_feat_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_prod_rate	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_temp_regm	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
watering_regm	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
weekday	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
win	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wind_direction	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wind_speed	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_cond	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_cover	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_horiz_pos	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_loc	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_mat	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_open_freq	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_size	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_status	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_type	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_vert_pos	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_water_mold	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
xylene	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
core field	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
environment field	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
investigation field	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
nucleic acid sequence source field	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sequencing field	slot	from_schema	http://w3id.org/mixs/terms	mixs.yaml
arch_struc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
biol_stat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
biotic_relationship_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
build_docs_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
build_occup_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
building_setting_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ceil_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ceil_finish_mat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ceil_texture_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ceil_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
cur_land_use_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
depos_env_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_comp_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_direct_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_mat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_move_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_type_metal_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
door_type_wood_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
drainage_class_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
drawings_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ext_wall_orient_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
ext_window_orient_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
fao_class_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
filter_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
floor_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
floor_finish_mat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
floor_struc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
floor_water_mold_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
freq_clean_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
furniture_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
gender_restroom_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
growth_habit_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
handidness_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
hc_produced_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
hcr_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
hcr_geol_age_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
heat_cool_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
heat_deliv_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
host_sex_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
indoor_space_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
indoor_surf_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
int_wall_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
light_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
lithology_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
mech_struc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
occup_document_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
organism_count_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
oxy_stat_samp_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
plant_growth_med_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
plant_sex_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
profile_position_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
quad_pos_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
rel_samp_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
room_condt_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
room_connected_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
room_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
room_samp_pos_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
room_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_capt_status_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_collect_point_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_dis_stage_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_floor_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_md_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_subtype_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
samp_weather_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
season_use_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sediment_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
shading_device_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
soil_horizon_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
specific_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_dep_env_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_geol_age_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_kerog_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
sr_lithology_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
substructure_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_air_cont_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
surf_material_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tidal_stage_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
tillage_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_line_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_stat_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
train_stop_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
vis_media_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_const_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_finish_mat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_surf_treatment_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
wall_texture_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
water_feat_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
weekday_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_cond_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_cover_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_horiz_pos_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_loc_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_mat_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_type_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
window_vert_pos_enum	enum	from_schema	http://w3id.org/mixs/terms	mixs.yaml
