name	type	is_a	abstract	from_schema
dew_point	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diether_lipids	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
display_order	SlotDefinition			https://w3id.org/nmdc/attribute_values
diss_carb_dioxide	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_hydrogen	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_inorg_carb	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_inorg_nitro	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_inorg_phosp	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_iron	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_org_carb	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_org_nitro	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_oxygen	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
diss_oxygen_fluid	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
dna_absorb1	SlotDefinition	biomaterial_purity		https://w3id.org/nmdc/core
dna_absorb2	SlotDefinition	biomaterial_purity		https://w3id.org/nmdc/core
dna_collect_site	SlotDefinition			https://w3id.org/nmdc/portal/jgi_metagenomics
dna_concentration	SlotDefinition			https://w3id.org/nmdc/basic_slots
dna_isolate_meth	SlotDefinition			https://w3id.org/nmdc/portal/jgi_metagenomics
dna_organisms	SlotDefinition			https://w3id.org/nmdc/portal/jgi_metagenomics
doi_category	SlotDefinition			https://w3id.org/nmdc/basic_slots
doi_provider	SlotDefinition			https://w3id.org/nmdc/basic_slots
doi_value	SlotDefinition			https://w3id.org/nmdc/basic_slots
door_comp_type	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_comp_type_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_cond	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_cond_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_direct	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_direct_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_loc	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_loc_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_mat	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_mat_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_move	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_move_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_size	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type_metal	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type_metal_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type_wood	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_type_wood_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
door_water_mold	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
double	TypeDefinition			https://w3id.org/linkml/types
down_par	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
drainage_class	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
drainage_class_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
drawings	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
drawings_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
duration	SlotDefinition			https://w3id.org/nmdc/core
ecosystem	SlotDefinition	gold_path_field		https://w3id.org/nmdc/basic_slots
ecosystem_category	SlotDefinition	gold_path_field		https://w3id.org/nmdc/basic_slots
ecosystem_path_id	SlotDefinition			https://w3id.org/nmdc/nmdc
ecosystem_subtype	SlotDefinition	gold_path_field		https://w3id.org/nmdc/basic_slots
ecosystem_type	SlotDefinition	gold_path_field		https://w3id.org/nmdc/basic_slots
efficiency_percent	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
elev	SlotDefinition	environment field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
elevator	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
eluent_introduction_category	SlotDefinition			https://w3id.org/nmdc/nmdc
email	SlotDefinition			https://w3id.org/nmdc/attribute_values
embargoed	SlotDefinition			https://w3id.org/nmdc/basic_slots
emsl_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/external_identifiers
emsl_identifiers	SlotDefinition			https://w3id.org/nmdc/external_identifiers
emsl_project_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/external_identifiers
emsl_store_temp	SlotDefinition			https://w3id.org/nmdc/emsl
emulsions	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
encodes	SlotDefinition			https://w3id.org/nmdc/annotation
end	SlotDefinition	gff_coordinate		https://w3id.org/nmdc/annotation
end_date	SlotDefinition			https://w3id.org/nmdc/basic_slots
ended_at_time	SlotDefinition			https://w3id.org/nmdc/basic_slots
env_broad_scale	SlotDefinition	mixs_env_triad_field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
env_local_scale	SlotDefinition	mixs_env_triad_field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
env_medium	SlotDefinition	mixs_env_triad_field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
env_package	SlotDefinition			https://w3id.org/nmdc/core
environment field	SlotDefinition		True	https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
escalator	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
ethylbenzene	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
etl_software_version	SlotDefinition			https://w3id.org/nmdc/nmdc
eukaryotic_evaluation	SlotDefinition			https://w3id.org/nmdc/nmdc
execution_resource	SlotDefinition			https://w3id.org/nmdc/basic_slots
exp_duct	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
exp_pipe	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
experimental_factor	SlotDefinition	investigation field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
experimental_factor_other	SlotDefinition			https://w3id.org/nmdc/portal/mixs_inspired
ext_door	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
ext_wall_orient	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
ext_wall_orient_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
ext_window_orient	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
ext_window_orient_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
external_database_identifiers	SlotDefinition	alternative_identifiers	True	https://w3id.org/nmdc/basic_slots
external_identifier	TypeDefinition			https://w3id.org/nmdc/nmdc_types
extraction_targets	SlotDefinition			https://w3id.org/nmdc/basic_slots
extreme_event	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
fao_class	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
fao_class_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
feature_category	SlotDefinition			https://w3id.org/nmdc/annotation
feature_type	SlotDefinition			https://w3id.org/nmdc/annotation
fertilizer_regm	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
field	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
field_research_site_set	SlotDefinition			https://w3id.org/nmdc/nmdc
file_size_bytes	SlotDefinition			https://w3id.org/nmdc/basic_slots
filter_material	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_method	SlotDefinition			https://w3id.org/nmdc/portal/mixs_inspired
filter_pore_size	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_type	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
filter_type_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
filtration_category	SlotDefinition			https://w3id.org/nmdc/nmdc
final_concentration	SlotDefinition	concentration		https://w3id.org/nmdc/core
fire	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
fireplace_type	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
float	TypeDefinition			https://w3id.org/linkml/types
flooding	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_age	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_area	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_cond	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_cond_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_count	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_finish_mat	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_finish_mat_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_struc	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_struc_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_thermal_mass	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_water_mold	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
floor_water_mold_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
fluor	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
freq_clean	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
freq_clean_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
freq_cook	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
functional_annotation_agg	SlotDefinition			https://w3id.org/nmdc/nmdc
functional_annotation_set	SlotDefinition			https://w3id.org/nmdc/nmdc
funding_sources	SlotDefinition			https://w3id.org/nmdc/basic_slots
fungicide_regm	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
furniture	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
furniture_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gap_pct	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/workflow_execution_activity
gaseous_environment	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gaseous_substances	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gc_avg	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/workflow_execution_activity
gc_std	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/workflow_execution_activity
gender_restroom	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gender_restroom_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gene_count	SlotDefinition			https://w3id.org/nmdc/core
gene_function_id	SlotDefinition			https://w3id.org/nmdc/nmdc
generates_calibration	SlotDefinition			https://w3id.org/nmdc/nmdc
genetic_mod	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
genome_feature_set	SlotDefinition			https://w3id.org/nmdc/nmdc
geo_loc_name	SlotDefinition	environment field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gff_coordinate	SlotDefinition			https://w3id.org/nmdc/annotation
git_url	SlotDefinition			https://w3id.org/nmdc/basic_slots
glucosidase_act	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gnps_identifiers	SlotDefinition			https://w3id.org/nmdc/external_identifiers
gnps_task_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/external_identifiers
gold_analysis_project_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/external_identifiers
gold_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/external_identifiers
gold_identifiers	SlotDefinition			https://w3id.org/nmdc/external_identifiers
gold_path_field	SlotDefinition		True	https://w3id.org/nmdc/basic_slots
gold_sequencing_project_identifiers	SlotDefinition	omics_processing_identifiers		https://w3id.org/nmdc/external_identifiers
gold_study_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/external_identifiers
gravidity	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gravity	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
growth_facil	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
growth_habit	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
growth_habit_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
growth_hormone_regm	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
gtdbtk_class	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_domain	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_family	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_genus	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_order	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_phylum	SlotDefinition			https://w3id.org/nmdc/core
gtdbtk_species	SlotDefinition			https://w3id.org/nmdc/core
habitat	SlotDefinition			https://w3id.org/nmdc/basic_slots
hall_count	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
handidness	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
handidness_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
has_attribute_id	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_attribute_label	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_boolean_value	SlotDefinition			https://w3id.org/nmdc/basic_slots
has_chromatography_configuration	SlotDefinition			https://w3id.org/nmdc/nmdc
has_credit_associations	SlotDefinition			https://w3id.org/nmdc/basic_classes
has_datetime_value	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_failure_categorization	SlotDefinition			https://w3id.org/nmdc/nmdc
has_function	SlotDefinition			https://w3id.org/nmdc/annotation
has_input	SlotDefinition			https://w3id.org/nmdc/basic_classes
has_mass_spectrometry_configuration	SlotDefinition			https://w3id.org/nmdc/nmdc
has_maximum_numeric_value	SlotDefinition	has_numeric_value		https://w3id.org/nmdc/attribute_values
has_metabolite_identifications	SlotDefinition			https://w3id.org/nmdc/workflow_execution_activity
has_minimum_numeric_value	SlotDefinition	has_numeric_value		https://w3id.org/nmdc/attribute_values
has_numeric_value	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_output	SlotDefinition			https://w3id.org/nmdc/basic_classes
has_quantity_kind_id	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_raw_value	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_unit	SlotDefinition			https://w3id.org/nmdc/attribute_values
has_value_term_id	SlotDefinition			https://w3id.org/nmdc/attribute_values
hc_produced	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hc_produced_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_fw_salinity	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_geol_age	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_geol_age_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_pressure	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
hcr_temp	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_cool_type	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_cool_type_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_deliv_loc	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_deliv_loc_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_sys_deliv_meth	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heat_system_id	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heavy_metals	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
heavy_metals_meth	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
height_carper_fiber	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
herbicide_regm	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
highest_similarity_score	SlotDefinition			https://w3id.org/nmdc/core
homepage_website	SlotDefinition	websites		https://w3id.org/nmdc/basic_slots
horizon_meth	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_age	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_body_habitat	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_body_product	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_body_site	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_body_temp	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_color	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_common_name	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_diet	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_disease_stat	SlotDefinition	nucleic acid sequence source field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_dry_mass	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_family_relation	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_genotype	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_growth_cond	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_height	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_last_meal	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_length	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_life_stage	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_name	SlotDefinition			https://w3id.org/nmdc/basic_slots
host_phenotype	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_sex	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_sex_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_shape	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_subject_id	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_subspecf_genlin	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_substrate	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_symbiont	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_taxid	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_tot_mass	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
host_wet_mass	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
humidity	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
humidity_regm	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
id	SlotDefinition			https://w3id.org/nmdc/basic_slots
igsn_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/external_identifiers
igsn_identifiers	SlotDefinition			https://w3id.org/nmdc/external_identifiers
img_identifiers	SlotDefinition	external_database_identifiers		https://w3id.org/nmdc/external_identifiers
in_manifest	SlotDefinition			https://w3id.org/nmdc/basic_classes
inchi	SlotDefinition			https://w3id.org/nmdc/core
inchi_key	SlotDefinition			https://w3id.org/nmdc/core
indoor_space	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
indoor_space_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
indoor_surf	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
indoor_surf_enum	EnumDefinition			https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
indust_eff_percent	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
infiltrations	SlotDefinition			https://w3id.org/nmdc/basic_slots
inorg_particles	SlotDefinition	core field		https://raw.githubusercontent.com/microbiomedata/nmdc-schema/main/src/schema/mixs.yaml
input_base_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/workflow_execution_activity
input_contig_num	SlotDefinition			https://w3id.org/nmdc/workflow_execution_activity
input_mass	SlotDefinition			https://w3id.org/nmdc/nmdc
input_read_bases	SlotDefinition			https://w3id.org/nmdc/workflow_execution_activity
input_read_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/workflow_execution_activity
input_volume	SlotDefinition			https://w3id.org/nmdc/nmdc
insdc_analysis_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/external_identifiers
insdc_assembly_identifiers	SlotDefinition	assembly_identifiers		https://w3id.org/nmdc/external_identifiers
insdc_bioproject_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/external_identifiers
insdc_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/external_identifiers
insdc_experiment_identifiers	SlotDefinition	external_database_identifiers		https://w3id.org/nmdc/external_identifiers
insdc_identifiers	SlotDefinition			https://w3id.org/nmdc/external_identifiers
insdc_secondary_sample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/external_identifiers
