name	type	is_a	abstract	from_schema
NucleotideSequencingEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
OntologyClass	ClassDefinition	NamedThing		https://w3id.org/nmdc/nmdc
OntologyRelation	ClassDefinition			https://w3id.org/nmdc/nmdc
OrthologyGroup	ClassDefinition	FunctionalAnnotationTerm		https://w3id.org/nmdc/nmdc
Pathway	ClassDefinition	FunctionalAnnotationTerm		https://w3id.org/nmdc/nmdc
PersonValue	ClassDefinition	AttributeValue		https://w3id.org/nmdc/nmdc
PlannedProcess	ClassDefinition	NamedThing	True	https://w3id.org/nmdc/nmdc
PolarityModeEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
Pooling	ClassDefinition	MaterialProcessing		https://w3id.org/nmdc/nmdc
PortionOfSubstance	ClassDefinition			https://w3id.org/nmdc/nmdc
ProcessedSample	ClassDefinition	Sample		https://w3id.org/nmdc/nmdc
ProcessingInstitutionEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
PropertyAssertion	ClassDefinition	AttributeValue		https://w3id.org/nmdc/nmdc
Protocol	ClassDefinition			https://w3id.org/nmdc/nmdc
ProtocolCategoryEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
ProtocolForEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
QuantityValue	ClassDefinition	AttributeValue		https://w3id.org/nmdc/nmdc
ReadBasedTaxonomyAnalysis	ClassDefinition	WorkflowExecution		https://w3id.org/nmdc/nmdc
ReadQcAnalysis	ClassDefinition	WorkflowExecution		https://w3id.org/nmdc/nmdc
ResolutionCategoryEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
Sample	ClassDefinition	MaterialEntity	True	https://w3id.org/nmdc/nmdc
SamplePortionEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
SampleStateEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
SampleTypeEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
SeparationMethodEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
Site	ClassDefinition	MaterialEntity	True	https://w3id.org/nmdc/nmdc
StationaryPhaseEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
StatusEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
StorageProcess	ClassDefinition	PlannedProcess		https://w3id.org/nmdc/nmdc
StrandedOrientationEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
Study	ClassDefinition	NamedThing		https://w3id.org/nmdc/nmdc
StudyCategoryEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
SubSamplingProcess	ClassDefinition	MaterialProcessing		https://w3id.org/nmdc/nmdc
SubmissionStatusEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
SubstanceRoleEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
TargetGeneEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
TextValue	ClassDefinition	AttributeValue		https://w3id.org/nmdc/nmdc
TimestampValue	ClassDefinition	AttributeValue		https://w3id.org/nmdc/nmdc
UnitEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
WorkflowExecution	ClassDefinition	DataEmitterProcess	True	https://w3id.org/nmdc/nmdc
YesNoEnum	EnumDefinition			https://w3id.org/nmdc/nmdc
abs_air_humidity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
add_date	SlotDefinition			https://w3id.org/nmdc/nmdc
add_recov_method	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
additional_info	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
address	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
adj_room	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
aero_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
agrochem_addition	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
air_PM_concen	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
air_temp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
air_temp_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
al_sat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
al_sat_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
alkalinity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
alkalinity_method	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
alkyl_diethers	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
alt	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
alternative_descriptions	SlotDefinition			https://w3id.org/nmdc/nmdc
alternative_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
alternative_names	SlotDefinition			https://w3id.org/nmdc/nmdc
alternative_titles	SlotDefinition			https://w3id.org/nmdc/nmdc
aminopept_act	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ammonium	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ammonium_nitrogen	SlotDefinition			https://w3id.org/nmdc/nmdc
amount_light	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
analysis_identifiers	SlotDefinition	external_database_identifiers	True	https://w3id.org/nmdc/nmdc
analysis_type	SlotDefinition			https://w3id.org/nmdc/nmdc
analyte_category	SlotDefinition			https://w3id.org/nmdc/nmdc
ances_data	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
annual_precpt	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
annual_temp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
antibiotic_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
api	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
applied_roles	SlotDefinition			https://w3id.org/nmdc/nmdc
applies_to_person	SlotDefinition			https://w3id.org/nmdc/nmdc
arch_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
arch_struc_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
aromatics_pc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
asm_score	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
asphaltenes_pc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
assembly_identifiers	SlotDefinition		True	https://w3id.org/nmdc/nmdc
associated_dois	SlotDefinition			https://w3id.org/nmdc/nmdc
associated_studies	SlotDefinition			https://w3id.org/nmdc/nmdc
atmospheric_data	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
avg_dew_point	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
avg_occup	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
avg_temp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bac_prod	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bac_resp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bacteria_carb_prod	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
barometric_press	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
basin	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bathroom_count	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bedroom_count	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
benzene	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bin_name	SlotDefinition			https://w3id.org/nmdc/nmdc
bin_quality	SlotDefinition			https://w3id.org/nmdc/nmdc
binned_contig_num	SlotDefinition			https://w3id.org/nmdc/nmdc
biochem_oxygen_dem	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biocide	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biocide_admin_method	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biogas_retention_time	SlotDefinition			https://w3id.org/nmdc/nmdc
biogas_temperature	SlotDefinition			https://w3id.org/nmdc/nmdc
biol_stat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biol_stat_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
biomass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biomaterial_purity	SlotDefinition			https://w3id.org/nmdc/nmdc
biosample_categories	SlotDefinition			https://w3id.org/nmdc/nmdc
biosample_identifiers	SlotDefinition	external_database_identifiers	True	https://w3id.org/nmdc/nmdc
biosample_set	SlotDefinition			https://w3id.org/nmdc/nmdc
biotic_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
biotic_relationship	SlotDefinition	nucleic acid sequence source field		https://w3id.org/nmdc/nmdc
biotic_relationship_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
bishomohopanol	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
blood_press_diast	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
blood_press_syst	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
boolean	TypeDefinition			https://w3id.org/nmdc/nmdc
bromide	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
build_docs	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
build_docs_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
build_occup_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
build_occup_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
building_setting	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
building_setting_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
built_struc_age	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
built_struc_set	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
built_struc_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
bulk_elect_conductivity	SlotDefinition			https://w3id.org/nmdc/nmdc
bytes	TypeDefinition			https://w3id.org/nmdc/nmdc
calcium	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
calibration_object	SlotDefinition			https://w3id.org/nmdc/nmdc
calibration_set	SlotDefinition			https://w3id.org/nmdc/nmdc
calibration_standard	SlotDefinition			https://w3id.org/nmdc/nmdc
calibration_target	SlotDefinition			https://w3id.org/nmdc/nmdc
carb_dioxide	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
carb_monoxide	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
carb_nitro_ratio	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_area	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_cond	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_cond_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
ceil_finish_mat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_finish_mat_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
ceil_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_texture	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_texture_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
ceil_thermal_mass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ceil_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
ceil_water_mold	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chem_administration	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chem_mutagen	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chem_oxygen_dem	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chem_treat_method	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chem_treatment	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chemical_conversion_category	SlotDefinition			https://w3id.org/nmdc/nmdc
chemical_entity_set	SlotDefinition			https://w3id.org/nmdc/nmdc
chemical_formula	SlotDefinition			https://w3id.org/nmdc/nmdc
chimera_check	SlotDefinition	sequencing field		https://w3id.org/nmdc/nmdc
chloride	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chlorophyll	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
chromatographic_category	SlotDefinition			https://w3id.org/nmdc/nmdc
climate_environment	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
collected_from	SlotDefinition			https://w3id.org/nmdc/nmdc
collecting_biosamples_from_site_set	SlotDefinition			https://w3id.org/nmdc/nmdc
collection_date	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
collection_date_inc	SlotDefinition			https://w3id.org/nmdc/nmdc
collection_time	SlotDefinition			https://w3id.org/nmdc/nmdc
collection_time_inc	SlotDefinition			https://w3id.org/nmdc/nmdc
community	SlotDefinition			https://w3id.org/nmdc/nmdc
completeness	SlotDefinition			https://w3id.org/nmdc/nmdc
completion_date	SlotDefinition			https://w3id.org/nmdc/nmdc
compression_type	SlotDefinition			https://w3id.org/nmdc/nmdc
concentration	SlotDefinition			https://w3id.org/nmdc/nmdc
conditionings	SlotDefinition			https://w3id.org/nmdc/nmdc
conduc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
configuration_set	SlotDefinition			https://w3id.org/nmdc/nmdc
contained_in	SlotDefinition			https://w3id.org/nmdc/nmdc
container_size	SlotDefinition			https://w3id.org/nmdc/nmdc
contamination	SlotDefinition			https://w3id.org/nmdc/nmdc
contig_bp	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
contigs	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
cool_syst_id	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
core field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
count	SlotDefinition			https://w3id.org/nmdc/nmdc
crop_rotation	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ctg_l50	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_l90	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_logsum	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_max	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_n50	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_n90	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
ctg_powsum	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
cult_root_med	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
cur_land_use	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
cur_land_use_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
cur_vegetation	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
cur_vegetation_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
curie	TypeDefinition			https://w3id.org/nmdc/nmdc
data_category	SlotDefinition			https://w3id.org/nmdc/nmdc
data_generation_set	SlotDefinition			https://w3id.org/nmdc/nmdc
data_object_set	SlotDefinition			https://w3id.org/nmdc/nmdc
data_object_type	SlotDefinition			https://w3id.org/nmdc/nmdc
date	TypeDefinition			https://w3id.org/nmdc/nmdc
date_created	SlotDefinition			https://w3id.org/nmdc/nmdc
date_last_rain	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
date_or_datetime	TypeDefinition			https://w3id.org/nmdc/nmdc
datetime	TypeDefinition			https://w3id.org/nmdc/nmdc
decimal	TypeDefinition			https://w3id.org/nmdc/nmdc
decimal_degree	TypeDefinition			https://w3id.org/nmdc/nmdc
definition	SlotDefinition			https://w3id.org/nmdc/nmdc
density	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
depos_env	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
depos_env_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
depth	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
description	SlotDefinition			https://w3id.org/nmdc/nmdc
dew_point	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diether_lipids	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
display_order	SlotDefinition			https://w3id.org/nmdc/nmdc
diss_carb_dioxide	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_hydrogen	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_inorg_carb	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_inorg_nitro	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_inorg_phosp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_iron	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_org_carb	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_org_nitro	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_oxygen	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
diss_oxygen_fluid	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
dna_absorb1	SlotDefinition	biomaterial_purity		https://w3id.org/nmdc/nmdc
dna_absorb2	SlotDefinition	biomaterial_purity		https://w3id.org/nmdc/nmdc
dna_collect_site	SlotDefinition			https://w3id.org/nmdc/nmdc
dna_concentration	SlotDefinition			https://w3id.org/nmdc/nmdc
dna_isolate_meth	SlotDefinition			https://w3id.org/nmdc/nmdc
dna_organisms	SlotDefinition			https://w3id.org/nmdc/nmdc
doi_category	SlotDefinition			https://w3id.org/nmdc/nmdc
doi_provider	SlotDefinition			https://w3id.org/nmdc/nmdc
doi_value	SlotDefinition			https://w3id.org/nmdc/nmdc
door_comp_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_comp_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_cond	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_cond_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_direct	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_direct_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_loc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_loc_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_mat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_mat_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_move	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_move_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_size	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_type_metal	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_type_metal_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_type_wood	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
door_type_wood_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
door_water_mold	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
double	TypeDefinition			https://w3id.org/nmdc/nmdc
down_par	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
drainage_class	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
drainage_class_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
drawings	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
drawings_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
duration	SlotDefinition			https://w3id.org/nmdc/nmdc
ecosystem	SlotDefinition	gold_path_field		https://w3id.org/nmdc/nmdc
ecosystem_category	SlotDefinition	gold_path_field		https://w3id.org/nmdc/nmdc
ecosystem_path_id	SlotDefinition			https://w3id.org/nmdc/nmdc
ecosystem_subtype	SlotDefinition	gold_path_field		https://w3id.org/nmdc/nmdc
ecosystem_type	SlotDefinition	gold_path_field		https://w3id.org/nmdc/nmdc
efficiency_percent	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
elev	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
elevator	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
eluent_introduction_category	SlotDefinition			https://w3id.org/nmdc/nmdc
email	SlotDefinition			https://w3id.org/nmdc/nmdc
embargoed	SlotDefinition			https://w3id.org/nmdc/nmdc
emsl_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
emsl_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
emsl_project_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
emsl_store_temp	SlotDefinition			https://w3id.org/nmdc/nmdc
emulsions	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
encodes	SlotDefinition			https://w3id.org/nmdc/nmdc
end	SlotDefinition	gff_coordinate		https://w3id.org/nmdc/nmdc
end_date	SlotDefinition			https://w3id.org/nmdc/nmdc
ended_at_time	SlotDefinition			https://w3id.org/nmdc/nmdc
env_broad_scale	SlotDefinition	mixs_env_triad_field		https://w3id.org/nmdc/nmdc
env_local_scale	SlotDefinition	mixs_env_triad_field		https://w3id.org/nmdc/nmdc
env_medium	SlotDefinition	mixs_env_triad_field		https://w3id.org/nmdc/nmdc
env_package	SlotDefinition			https://w3id.org/nmdc/nmdc
environment field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
escalator	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ethylbenzene	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
etl_software_version	SlotDefinition			https://w3id.org/nmdc/nmdc
