name	type	is_a	abstract	from_schema
eukaryotic_evaluation	SlotDefinition			https://w3id.org/nmdc/nmdc
execution_resource	SlotDefinition			https://w3id.org/nmdc/nmdc
exp_duct	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
exp_pipe	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
experimental_factor	SlotDefinition	investigation field		https://w3id.org/nmdc/nmdc
experimental_factor_other	SlotDefinition			https://w3id.org/nmdc/nmdc
ext_door	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ext_wall_orient	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ext_wall_orient_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
ext_window_orient	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ext_window_orient_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
external_database_identifiers	SlotDefinition	alternative_identifiers	True	https://w3id.org/nmdc/nmdc
external_identifier	TypeDefinition			https://w3id.org/nmdc/nmdc
extraction_targets	SlotDefinition			https://w3id.org/nmdc/nmdc
extreme_event	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
fao_class	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
fao_class_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
feature_category	SlotDefinition			https://w3id.org/nmdc/nmdc
feature_type	SlotDefinition			https://w3id.org/nmdc/nmdc
fertilizer_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
field	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
field_research_site_set	SlotDefinition			https://w3id.org/nmdc/nmdc
file_size_bytes	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_material	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_method	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_pore_size	SlotDefinition			https://w3id.org/nmdc/nmdc
filter_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
filter_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
filtration_category	SlotDefinition			https://w3id.org/nmdc/nmdc
final_concentration	SlotDefinition	concentration		https://w3id.org/nmdc/nmdc
fire	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
fireplace_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
float	TypeDefinition			https://w3id.org/nmdc/nmdc
flooding	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_age	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_area	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_cond	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_cond_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
floor_count	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_finish_mat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_finish_mat_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
floor_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_struc_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
floor_thermal_mass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_water_mold	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
floor_water_mold_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
fluor	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
freq_clean	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
freq_clean_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
freq_cook	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
functional_annotation_agg	SlotDefinition			https://w3id.org/nmdc/nmdc
functional_annotation_set	SlotDefinition			https://w3id.org/nmdc/nmdc
funding_sources	SlotDefinition			https://w3id.org/nmdc/nmdc
fungicide_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
furniture	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
furniture_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
gap_pct	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
gaseous_environment	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gaseous_substances	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gc_avg	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
gc_std	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
gender_restroom	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gender_restroom_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
gene_count	SlotDefinition			https://w3id.org/nmdc/nmdc
gene_function_id	SlotDefinition			https://w3id.org/nmdc/nmdc
generates_calibration	SlotDefinition			https://w3id.org/nmdc/nmdc
genetic_mod	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
genome_feature_set	SlotDefinition			https://w3id.org/nmdc/nmdc
geo_loc_name	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
gff_coordinate	SlotDefinition			https://w3id.org/nmdc/nmdc
git_url	SlotDefinition			https://w3id.org/nmdc/nmdc
glucosidase_act	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gnps_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
gnps_task_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
gold_analysis_project_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/nmdc
gold_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
gold_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
gold_path_field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
gold_sequencing_project_identifiers	SlotDefinition	omics_processing_identifiers		https://w3id.org/nmdc/nmdc
gold_study_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
gravidity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gravity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
growth_facil	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
growth_habit	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
growth_habit_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
growth_hormone_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
gtdbtk_class	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_domain	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_family	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_genus	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_order	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_phylum	SlotDefinition			https://w3id.org/nmdc/nmdc
gtdbtk_species	SlotDefinition			https://w3id.org/nmdc/nmdc
habitat	SlotDefinition			https://w3id.org/nmdc/nmdc
hall_count	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
handidness	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
handidness_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
has_attribute_id	SlotDefinition			https://w3id.org/nmdc/nmdc
has_attribute_label	SlotDefinition			https://w3id.org/nmdc/nmdc
has_boolean_value	SlotDefinition			https://w3id.org/nmdc/nmdc
has_chromatography_configuration	SlotDefinition			https://w3id.org/nmdc/nmdc
has_credit_associations	SlotDefinition			https://w3id.org/nmdc/nmdc
has_datetime_value	SlotDefinition			https://w3id.org/nmdc/nmdc
has_failure_categorization	SlotDefinition			https://w3id.org/nmdc/nmdc
has_function	SlotDefinition			https://w3id.org/nmdc/nmdc
has_input	SlotDefinition			https://w3id.org/nmdc/nmdc
has_mass_spectrometry_configuration	SlotDefinition			https://w3id.org/nmdc/nmdc
has_maximum_numeric_value	SlotDefinition	has_numeric_value		https://w3id.org/nmdc/nmdc
has_metabolite_identifications	SlotDefinition			https://w3id.org/nmdc/nmdc
has_minimum_numeric_value	SlotDefinition	has_numeric_value		https://w3id.org/nmdc/nmdc
has_numeric_value	SlotDefinition			https://w3id.org/nmdc/nmdc
has_output	SlotDefinition			https://w3id.org/nmdc/nmdc
has_quantity_kind_id	SlotDefinition			https://w3id.org/nmdc/nmdc
has_raw_value	SlotDefinition			https://w3id.org/nmdc/nmdc
has_unit	SlotDefinition			https://w3id.org/nmdc/nmdc
has_value_term_id	SlotDefinition			https://w3id.org/nmdc/nmdc
hc_produced	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
hc_produced_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
hcr	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
hcr_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
hcr_fw_salinity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
hcr_geol_age	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
hcr_geol_age_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
hcr_pressure	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
hcr_temp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heat_cool_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heat_cool_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
heat_deliv_loc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heat_deliv_loc_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
heat_sys_deliv_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heat_system_id	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heavy_metals	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
heavy_metals_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
height_carper_fiber	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
herbicide_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
highest_similarity_score	SlotDefinition			https://w3id.org/nmdc/nmdc
homepage_website	SlotDefinition	websites		https://w3id.org/nmdc/nmdc
horizon_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_age	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_body_habitat	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_body_product	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_body_site	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_body_temp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_color	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_common_name	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_diet	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_disease_stat	SlotDefinition	nucleic acid sequence source field		https://w3id.org/nmdc/nmdc
host_dry_mass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_family_relation	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_genotype	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_growth_cond	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_height	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_last_meal	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_length	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_life_stage	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_name	SlotDefinition			https://w3id.org/nmdc/nmdc
host_phenotype	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_sex	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_sex_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
host_shape	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_subject_id	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_subspecf_genlin	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_substrate	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_symbiont	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_taxid	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_tot_mass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
host_wet_mass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
humidity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
humidity_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
id	SlotDefinition			https://w3id.org/nmdc/nmdc
igsn_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
igsn_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
img_identifiers	SlotDefinition	external_database_identifiers		https://w3id.org/nmdc/nmdc
in_manifest	SlotDefinition			https://w3id.org/nmdc/nmdc
inchi	SlotDefinition			https://w3id.org/nmdc/nmdc
inchi_key	SlotDefinition			https://w3id.org/nmdc/nmdc
indoor_space	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
indoor_space_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
indoor_surf	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
indoor_surf_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
indust_eff_percent	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
infiltrations	SlotDefinition			https://w3id.org/nmdc/nmdc
inorg_particles	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
input_base_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/nmdc
input_contig_num	SlotDefinition			https://w3id.org/nmdc/nmdc
input_mass	SlotDefinition			https://w3id.org/nmdc/nmdc
input_read_bases	SlotDefinition			https://w3id.org/nmdc/nmdc
input_read_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/nmdc
input_volume	SlotDefinition			https://w3id.org/nmdc/nmdc
insdc_analysis_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/nmdc
insdc_assembly_identifiers	SlotDefinition	assembly_identifiers		https://w3id.org/nmdc/nmdc
insdc_bioproject_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
insdc_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
insdc_experiment_identifiers	SlotDefinition	external_database_identifiers		https://w3id.org/nmdc/nmdc
insdc_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
insdc_secondary_sample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
insdc_sra_ena_study_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
inside_lux	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
instrument_instance_specifier	SlotDefinition			https://w3id.org/nmdc/nmdc
instrument_set	SlotDefinition			https://w3id.org/nmdc/nmdc
instrument_used	SlotDefinition			https://w3id.org/nmdc/nmdc
int_wall_cond	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
int_wall_cond_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
integer	TypeDefinition			https://w3id.org/nmdc/nmdc
internal_calibration	SlotDefinition			https://w3id.org/nmdc/nmdc
investigation field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
ionization_source	SlotDefinition			https://w3id.org/nmdc/nmdc
is_obsolete	SlotDefinition			https://w3id.org/nmdc/nmdc
is_pressurized	SlotDefinition			https://w3id.org/nmdc/nmdc
is_root	SlotDefinition			https://w3id.org/nmdc/nmdc
is_stranded	SlotDefinition			https://w3id.org/nmdc/nmdc
isotope_exposure	SlotDefinition			https://w3id.org/nmdc/nmdc
iw_bt_date_well	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
iwf	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
jgi_portal_analysis_project_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/nmdc
jgi_portal_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
jgi_portal_study_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
jsonpath	TypeDefinition			https://w3id.org/nmdc/nmdc
jsonpointer	TypeDefinition			https://w3id.org/nmdc/nmdc
known_as	SlotDefinition			https://w3id.org/nmdc/nmdc
language	SlotDefinition			https://w3id.org/nmdc/nmdc
language_code	TypeDefinition			https://w3id.org/nmdc/nmdc
last_clean	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
lat_lon	SlotDefinition	environment field		https://w3id.org/nmdc/nmdc
latitude	SlotDefinition			https://w3id.org/nmdc/nmdc
lbc_thirty	SlotDefinition			https://w3id.org/nmdc/nmdc
lbceq	SlotDefinition			https://w3id.org/nmdc/nmdc
library_preparation_kit	SlotDefinition			https://w3id.org/nmdc/nmdc
library_type	SlotDefinition			https://w3id.org/nmdc/nmdc
light_intensity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
light_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
light_type	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
light_type_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
link_addit_analys	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
link_class_info	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
link_climate_info	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
lithology	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
lithology_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
local_class	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
local_class_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
location	SlotDefinition			https://w3id.org/nmdc/nmdc
longitude	SlotDefinition			https://w3id.org/nmdc/nmdc
low_depth_contig_num	SlotDefinition			https://w3id.org/nmdc/nmdc
magnesium	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mags_list	SlotDefinition			https://w3id.org/nmdc/nmdc
manganese	SlotDefinition			https://w3id.org/nmdc/nmdc
manifest_category	SlotDefinition			https://w3id.org/nmdc/nmdc
manifest_set	SlotDefinition			https://w3id.org/nmdc/nmdc
mass	SlotDefinition			https://w3id.org/nmdc/nmdc
mass_analyzers	SlotDefinition			https://w3id.org/nmdc/nmdc
mass_spectrometry_acquisition_strategy	SlotDefinition			https://w3id.org/nmdc/nmdc
mass_spectrum_collection_modes	SlotDefinition			https://w3id.org/nmdc/nmdc
material_component_separation	SlotDefinition			https://w3id.org/nmdc/nmdc
material_processing_set	SlotDefinition			https://w3id.org/nmdc/nmdc
max_occup	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
md5_checksum	SlotDefinition			https://w3id.org/nmdc/nmdc
mean_frict_vel	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mean_peak_frict_vel	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mech_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mech_struc_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
mechanical_damage	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
members_id	SlotDefinition			https://w3id.org/nmdc/nmdc
metabolite_identified	SlotDefinition			https://w3id.org/nmdc/nmdc
metabolomics_analysis_category	SlotDefinition			https://w3id.org/nmdc/nmdc
metagenome_assembly_parameter	SlotDefinition		True	https://w3id.org/nmdc/nmdc
metaproteomics_analysis_category	SlotDefinition			https://w3id.org/nmdc/nmdc
methane	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mgnify_analysis_identifiers	SlotDefinition	analysis_identifiers		https://w3id.org/nmdc/nmdc
mgnify_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
mgnify_project_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
micro_biomass_c_meth	SlotDefinition			https://w3id.org/nmdc/nmdc
micro_biomass_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
micro_biomass_n_meth	SlotDefinition			https://w3id.org/nmdc/nmdc
microbial_biomass	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
microbial_biomass_c	SlotDefinition			https://w3id.org/nmdc/nmdc
microbial_biomass_n	SlotDefinition			https://w3id.org/nmdc/nmdc
mineral_nutr_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
misc_param	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
mixs_env_triad_field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
mod_date	SlotDefinition			https://w3id.org/nmdc/nmdc
model	SlotDefinition			https://w3id.org/nmdc/nmdc
modifier_substance	SlotDefinition			https://w3id.org/nmdc/nmdc
n_alkanes	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
name	SlotDefinition			https://w3id.org/nmdc/nmdc
ncbi_lineage	SlotDefinition			https://w3id.org/nmdc/nmdc
ncbi_lineage_tax_ids	SlotDefinition			https://w3id.org/nmdc/nmdc
ncbi_project_name	SlotDefinition			https://w3id.org/nmdc/nmdc
ncbi_taxonomy_name	SlotDefinition			https://w3id.org/nmdc/nmdc
ncname	TypeDefinition			https://w3id.org/nmdc/nmdc
neon_biosample_identifiers	SlotDefinition	biosample_identifiers		https://w3id.org/nmdc/nmdc
neon_identifiers	SlotDefinition			https://w3id.org/nmdc/nmdc
neon_study_identifiers	SlotDefinition	study_identifiers		https://w3id.org/nmdc/nmdc
nitrate	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
nitrate_nitrogen	SlotDefinition			https://w3id.org/nmdc/nmdc
nitrite	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
nitrite_nitrogen	SlotDefinition			https://w3id.org/nmdc/nmdc
nitro	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
nodeidentifier	TypeDefinition			https://w3id.org/nmdc/nmdc
non_microb_biomass	SlotDefinition			https://w3id.org/nmdc/nmdc
non_microb_biomass_method	SlotDefinition			https://w3id.org/nmdc/nmdc
non_min_nutr_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
notes	SlotDefinition			https://w3id.org/nmdc/nmdc
nucl_acid_amp	SlotDefinition	sequencing field		https://w3id.org/nmdc/nmdc
nucl_acid_ext	SlotDefinition	sequencing field		https://w3id.org/nmdc/nmdc
nucleic acid sequence source field	SlotDefinition		True	https://w3id.org/nmdc/nmdc
num_16s	SlotDefinition			https://w3id.org/nmdc/nmdc
num_23s	SlotDefinition			https://w3id.org/nmdc/nmdc
num_5s	SlotDefinition			https://w3id.org/nmdc/nmdc
num_aligned_reads	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
num_input_reads	SlotDefinition	metagenome_assembly_parameter		https://w3id.org/nmdc/nmdc
num_t_rna	SlotDefinition			https://w3id.org/nmdc/nmdc
number_of_contig	SlotDefinition			https://w3id.org/nmdc/nmdc
number_pets	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
number_plants	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
number_resident	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
object	SlotDefinition			https://w3id.org/nmdc/nmdc
object_set	SlotDefinition			https://w3id.org/nmdc/nmdc
objectidentifier	TypeDefinition			https://w3id.org/nmdc/nmdc
objective	SlotDefinition			https://w3id.org/nmdc/nmdc
occup_density_samp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
occup_document	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
occup_document_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
occup_samp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
omics_processing_identifiers	SlotDefinition	external_database_identifiers	True	https://w3id.org/nmdc/nmdc
ontology_class_set	SlotDefinition			https://w3id.org/nmdc/nmdc
orcid	SlotDefinition			https://w3id.org/nmdc/nmdc
ordered_mobile_phases	SlotDefinition			https://w3id.org/nmdc/nmdc
org_carb	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
org_count_qpcr_info	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
org_matter	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
org_nitro	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
org_nitro_method	SlotDefinition			https://w3id.org/nmdc/nmdc
org_particles	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
organism_count	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
organism_count_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
other_treatment	SlotDefinition			https://w3id.org/nmdc/nmdc
output_base_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/nmdc
output_read_bases	SlotDefinition			https://w3id.org/nmdc/nmdc
output_read_count	SlotDefinition	read_qc_analysis_statistic		https://w3id.org/nmdc/nmdc
owc_tvdss	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
oxy_stat_samp	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
oxy_stat_samp_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
oxygen	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
part_of	SlotDefinition			https://w3id.org/nmdc/nmdc
part_org_carb	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
part_org_nitro	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
particle_class	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pcr_cond	SlotDefinition	sequencing field		https://w3id.org/nmdc/nmdc
pcr_cycles	SlotDefinition			https://w3id.org/nmdc/nmdc
pcr_primers	SlotDefinition	sequencing field		https://w3id.org/nmdc/nmdc
permeability	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
perturbation	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pesticide_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
petroleum_hydrocarb	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ph	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ph_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
ph_regm	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
phaeopigments	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
phase	SlotDefinition			https://w3id.org/nmdc/nmdc
phosphate	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
phosplipid_fatt_acid	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
photon_flux	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
plant_growth_med	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
plant_growth_med_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
plant_product	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
plant_sex	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
plant_sex_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
plant_struc	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
polarity_mode	SlotDefinition			https://w3id.org/nmdc/nmdc
pollutants	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pool_dna_extracts	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
porosity	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
potassium	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pour_point	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pre_treatment	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
predicate	SlotDefinition			https://w3id.org/nmdc/nmdc
pres_animal_insect	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
pressure	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
prev_land_use_meth	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
previous_land_use	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
primary_prod	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
primary_treatment	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
principal_investigator	SlotDefinition			https://w3id.org/nmdc/nmdc
processed_sample_set	SlotDefinition			https://w3id.org/nmdc/nmdc
processing_institution	SlotDefinition			https://w3id.org/nmdc/nmdc
processing_institution_workflow_metadata	SlotDefinition			https://w3id.org/nmdc/nmdc
prod_rate	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
prod_start_date	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
profile_image_url	SlotDefinition			https://w3id.org/nmdc/nmdc
profile_position	SlotDefinition	core field		https://w3id.org/nmdc/nmdc
profile_position_enum	EnumDefinition			https://w3id.org/nmdc/nmdc
