id	env_broad_scale	consensus_id	consensus_lab
BIOSAMPLE:SAMEA1034773	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034788	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034797	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034781	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034803	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034774	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034792	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034776	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034789	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034782	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034800	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034783	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034798	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034787	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034777	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034794	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034780	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034786	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034775	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034790	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034785	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034799	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034779	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034791	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034796	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034784	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034802	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034793	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034795	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034778	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1034804	ENVO:01000024	ENVO:01000024	marine benthic biome
BIOSAMPLE:SAMEA1696147	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696137	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696122	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696126	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696111	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696158	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696138	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696118	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696100	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696108	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696153	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696140	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696121	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696101	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696106	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696164	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696146	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696133	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696107	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696162	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696102	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696124	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696141	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696165	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696152	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696159	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696145	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696132	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696098	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696150	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696109	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696128	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696142	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696163	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696114	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696129	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696119	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696134	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696149	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696113	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696151	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696139	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696120	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696116	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696161	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696143	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696131	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696117	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696104	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696160	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696154	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696157	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696110	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696127	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696136	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696155	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696130	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696112	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696099	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696156	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696148	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696103	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696105	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696125	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696135	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696166	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696115	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696123	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMEA1696144	ENVO:00002030	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983976	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983977	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983978	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983979	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983980	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983981	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983982	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983983	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983984	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983985	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983986	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01983987	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984925	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984926	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984927	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984928	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984929	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984930	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984931	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984932	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984933	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984934	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984935	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984936	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984937	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN01984938	aquatic biome	ENVO:00002030	aquatic biome
BIOSAMPLE:SAMN02314036	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314037	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314038	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314039	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314040	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314041	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314042	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314043	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314044	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314045	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314046	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314047	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314048	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314049	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314050	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314051	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314052	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314053	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314054	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314055	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314056	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314057	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314058	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314059	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314060	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314061	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314062	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314063	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314064	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314065	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314066	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314067	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314068	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314069	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314070	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314071	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314072	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314073	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314074	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314075	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314076	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314077	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314078	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314079	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314080	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314081	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314082	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMN02314083	freshwater	ENVO:00002011	fresh water
BIOSAMPLE:SAMEA2241989	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241990	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241991	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241992	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241993	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241994	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241995	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241997	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2241998	lake	ENVO:00000020	lake
BIOSAMPLE:SAMEA2163780	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163781	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163782	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163783	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163784	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163785	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163786	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163787	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163788	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163789	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163790	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163791	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163792	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163793	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163794	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163795	brackish water	ENVO:00002019	brackish water
BIOSAMPLE:SAMEA2163796	fresh water	ENVO:00002011	fresh water
BIOSAMPLE:SAMEA2163797	fresh water	ENVO:00002011	fresh water
BIOSAMPLE:SAMEA2163798	fresh water	ENVO:00002011	fresh water
BIOSAMPLE:SAMEA2163799	fresh water	ENVO:00002011	fresh water
BIOSAMPLE:SAMEA2242653	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242654	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242655	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242665	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242666	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242667	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242668	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2242669	snow	ENVO:01000406	snow
BIOSAMPLE:SAMEA2189641	concentration basin mediterranean sea biome	ENVO:01000004	concentration basin mediterranean sea biome
BIOSAMPLE:SAMEA2274412	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274413	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274414	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274415	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274416	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274417	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274418	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274419	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274420	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274421	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274422	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274423	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274424	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274426	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274427	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274429	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274430	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274431	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274433	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274434	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274435	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274436	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274437	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274438	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274439	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274440	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274441	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274442	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274443	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274444	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274445	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274446	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274447	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274448	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2274449	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2292868	sea	ENVO:00000016	sea
BIOSAMPLE:SAMEA2292869	sea	ENVO:00000016	sea
BIOSAMPLE:SAMN02731741	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731742	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731743	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731744	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731745	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731746	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731747	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731748	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731749	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731750	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731751	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731752	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMN02731753	seawater	ENVO:00002149	sea water
BIOSAMPLE:SAMEA2381999	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382003	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382007	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382008	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382009	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382012	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382013	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382016	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382017	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382021	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382022	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2382023	marine biome	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2448471	water	CHEBI:15377	water
BIOSAMPLE:SAMEA2591063	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611380	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591077	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591082	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611378	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611382	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591093	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591094	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611383	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591103	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591104	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611385	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611379	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611381	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591115	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591116	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2611384	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591128	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591129	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591060	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591078	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2625588	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591095	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591096	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624982	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591105	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591106	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624976	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624981	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591117	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591118	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624983	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624980	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624978	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2625587	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624977	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591130	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591131	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2624979	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591051	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591068	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591084	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591099	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591108	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2591109	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2657074	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619396	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619398	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2657059	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2657027	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619419	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619421	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619534	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619540	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2657011	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2656976	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619551	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619557	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619621	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2619623	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
BIOSAMPLE:SAMEA2657003	marine biome (ENVO:00000447)	ENVO:00000447	marine biome
