id	env_package_orig	env_package_rep	env_broad_scale	consensus_id_ebs	consensus_lab_ebs	notes_x	env_local_scale	consensus_id_els	consensus_lab_els	notes_y	env_medium	consensus_id_em	consensus_lab_em	notes
BIOSAMPLE:SAMEA94028668	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94029418	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94030168	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94030918	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94031668	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94032418	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94033168	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94033918	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94034668	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94035418	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94036168	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94036918	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94037668	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94038418	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94039168	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94039918	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94040668	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94041418	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94042168	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94042918	soil	soil	tropical moist broadleaf forest biome	ENVO:01000228	tropical moist broadleaf forest biome	env_package_normalized.EnvPackage=soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94214668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94215418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94216168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94216918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94217668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94218418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94219168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94219918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94220668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94221418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94222168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94222918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94223668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94224418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94225168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94225918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94226668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94227418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94228168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94228918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94229668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94230418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94231168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94231918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94232668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94233418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94234168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94234918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94235668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94236418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94237168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94237918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94238668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94239418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94240168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94240918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94241668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94242418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94243168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94243918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94244668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94245418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94246168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94246918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94247668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94248418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94249168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94249918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94250668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94251418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94252168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94252918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94253668	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94254418	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94255168	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA94255918	soil	soil	cropland biome	ENVO:01000245	cropland biome	env_package_normalized.EnvPackage=soil	agricultural feature	ENVO:00000077	agricultural feature	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103207168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103207918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103208668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103209418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103210168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103210918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103211668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103212418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103213168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103213918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103214668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103215418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103216168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103216918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103217668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103218418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103219168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103219918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103220668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103221418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103222168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103222918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103223668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103224418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103225168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103225918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103226668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103227418	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103228168	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103228918	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA103229668	soil	soil	polar desert biome	ENVO:01000186	polar desert biome	env_package_normalized.EnvPackage=soil					sand	ENVO:01000017	sand	env_package_normalized.EnvPackage=soil
